Settlement,Main_Dmg,X,Y
Ait Othmane,Damage,-8.3183,31.11724
Ait Othmane,Damage,-8.31765,31.11699
Ait Othmane,Possible damage,-8.31783,31.11691
Ait Othmane,Damage,-8.31809,31.11978
Ait Othmane,Damage,-8.31789,31.11965
Ait Othmane,Damage,-8.31685,31.12004
Ait Othmane,Damage,-8.31674,31.11998
Ait Othmane,Possible damage,-8.3595,31.10792
Ait Othmane,Possible damage,-8.36112,31.1102
Ait Othmane,Damage,-8.39276,31.15422
Ait Othmane,Possible damage,-8.39281,31.15415
Ait Othmane,Damage,-8.39324,31.15506
Adebdi,Possible damage,-8.45586,30.92259
Adebdi,Possible damage,-8.45604,30.92257
Adebdi,Possible damage,-8.45551,30.92243
Adebdi,Possible damage,-8.45534,30.92245
Adebdi,Possible damage,-8.45354,30.92145
Adebdi,Damage,-8.45115,30.92065
Adebdi,Damage,-8.44295,30.91746
Adebdi,Possible damage,-8.44358,30.91743
Adebdi,Possible damage,-8.44361,30.9169
Adebdi,Possible damage,-8.44289,30.91669
Adebdi,Possible damage,-8.44271,30.91682
Adebdi,Possible damage,-8.44035,30.9178
Adebdi,Possible damage,-8.43914,30.91947
Adebdi,Possible damage,-8.43829,30.91925
Adebdi,Possible damage,-8.42762,30.91601
Adebdi,Possible damage,-8.42695,30.91568
Adebdi,Possible damage,-8.4268,30.91577
Adebdi,Damage,-8.42608,30.91559
Adebdi,Damage,-8.42595,30.91556
Adebdi,Damage,-8.42613,30.91536
Adebdi,Damage,-8.42623,30.91539
Adebdi,Damage,-8.42594,30.91531
Adebdi,Damage,-8.42599,30.91524
Adebdi,Damage,-8.42587,30.91518
Adebdi,Possible damage,-8.42602,30.91517
Adebdi,Possible damage,-8.42577,30.91538
Adebdi,Possible damage,-8.42567,30.91526
Adebdi,Damage,-8.42578,30.91506
Adebdi,Damage,-8.42561,30.91513
Adebdi,Damage,-8.42493,30.91556
Adebdi,Damage,-8.42526,30.91536
Adebdi,Damage,-8.42527,30.91571
Adebdi,Possible damage,-8.42543,30.91565
Adebdi,Possible damage,-8.42509,30.91548
Adebdi,Possible damage,-8.40887,30.9091
Adebdi,Possible damage,-8.40872,30.90912
Adebdi,Possible damage,-8.40869,30.90898
Adebdi,Possible damage,-8.40484,30.90419
Adebdi,Possible damage,-8.40512,30.90444
Adebdi,Possible damage,-8.40543,30.90392
Adebdi,Possible damage,-8.40507,30.90342
Adebdi,Possible damage,-8.40582,30.90386
Adebdi,Possible damage,-8.4056,30.90394
Adebdi,Damage,-8.39711,30.90217
Adebdi,Possible damage,-8.39593,30.90198
Adebdi,Possible damage,-8.39518,30.90254
Adebdi,Damage,-8.39484,30.90184
Adebdi,Damage,-8.39472,30.902
Adebdi,Damage,-8.39465,30.9018
Adebdi,Possible damage,-8.39466,30.90165
Adebdi,Possible damage,-8.39529,30.9019
Adebdi,Damage,-8.39486,30.90163
Adebdi,Damage,-8.3948,30.90215
Adebdi,Damage,-8.39464,30.9021
Adebdi,Damage,-8.38893,30.89884
Adebdi,Damage,-8.38902,30.89901
Adebdi,Damage,-8.38917,30.89885
Adebdi,Damage,-8.38886,30.89838
Adebdi,Damage,-8.38886,30.89852
Adebdi,Damage,-8.3888,30.89862
Adebdi,Damage,-8.38892,30.89863
Adebdi,Damage,-8.38886,30.89877
Adebdi,Damage,-8.3887,30.89871
Adebdi,Damage,-8.38863,30.89881
Adebdi,Damage,-8.38874,30.89889
Adebdi,Possible damage,-8.38848,30.89875
Adebdi,Possible damage,-8.38868,30.89914
Adebdi,Possible damage,-8.3887,30.89842
Adebdi,Possible damage,-8.38874,30.8983
Adebdi,Possible damage,-8.38861,30.89857
Adebdi,Possible damage,-8.38839,30.89912
Adebdi,Damage,-8.3883,30.89975
Adebdi,Damage,-8.3881,30.89967
Adebdi,Damage,-8.38811,30.8998
Adebdi,Damage,-8.38789,30.89977
Adebdi,Damage,-8.38801,30.8996
Adebdi,Damage,-8.38822,30.89924
Adebdi,Possible damage,-8.38849,30.89937
Adebdi,Possible damage,-8.38801,30.89987
Adebdi,Possible damage,-8.38787,30.89992
Adebdi,Possible damage,-8.38778,30.90039
Adebdi,Possible damage,-8.38772,30.90062
Adebdi,Damage,-8.38371,30.89993
Adebdi,Possible damage,-8.38392,30.89997
Adebdi,Possible damage,-8.38539,30.90012
Adebdi,Possible damage,-8.38276,30.89935
Adebdi,Damage,-8.42529,30.90043
Adebdi,Damage,-8.42606,30.90069
Adebdi,Possible damage,-8.42595,30.90068
Adebdi,Possible damage,-8.42637,30.90047
Adebdi,Possible damage,-8.42616,30.90039
Adebdi,Possible damage,-8.42645,30.9009
Adebdi,Possible damage,-8.4264,30.90081
Adebdi,Possible damage,-8.42631,30.90068
Adebdi,Damage,-8.4284,30.90017
Adebdi,Damage,-8.42812,30.9001
Adebdi,Possible damage,-8.42834,30.90035
Adebdi,Damage,-8.44182,30.89699
Adebdi,Damage,-8.44187,30.89709
Adebdi,Damage,-8.4419,30.89714
Adebdi,Damage,-8.44193,30.89722
Adebdi,Possible damage,-8.44182,30.89689
Adebdi,Possible damage,-8.44173,30.89678
Adebdi,Damage,-8.44123,30.89717
Adebdi,Damage,-8.44171,30.89711
Adebdi,Damage,-8.44171,30.89723
Adebdi,Damage,-8.44162,30.8971
Adebdi,Damage,-8.44184,30.89731
Adebdi,Damage,-8.4419,30.89737
Adebdi,Damage,-8.44202,30.89745
Adebdi,Damage,-8.44202,30.89758
Adebdi,Damage,-8.44223,30.89729
Adebdi,Damage,-8.44222,30.89738
Adebdi,Damage,-8.44208,30.89732
Adebdi,Possible damage,-8.44212,30.89709
Adebdi,Possible damage,-8.44197,30.8969
Adebdi,Damage,-8.44213,30.89763
Adebdi,Damage,-8.44218,30.89773
Adebdi,Damage,-8.44222,30.89764
Adebdi,Damage,-8.44234,30.89755
Adebdi,Damage,-8.44247,30.89776
Adebdi,Possible damage,-8.44237,30.89768
Adebdi,Possible damage,-8.44239,30.89792
Adebdi,Damage,-8.44261,30.89777
Adebdi,Damage,-8.44267,30.89788
Adebdi,Damage,-8.44279,30.89764
Adebdi,Damage,-8.44268,30.89769
Adebdi,Damage,-8.44279,30.89776
Adebdi,Possible damage,-8.44278,30.89788
Adebdi,Possible damage,-8.44277,30.89801
Adebdi,Damage,-8.44328,30.89786
Adebdi,Damage,-8.44338,30.89786
Adebdi,Damage,-8.44336,30.89793
Adebdi,Damage,-8.44311,30.89798
Adebdi,Possible damage,-8.44355,30.89809
Adebdi,Possible damage,-8.4435,30.89829
Adebdi,Possible damage,-8.44369,30.8984
Adebdi,Possible damage,-8.44378,30.89845
Adebdi,Possible damage,-8.4439,30.89853
Adebdi,Possible damage,-8.44409,30.89832
Adebdi,Possible damage,-8.44325,30.89827
Adebdi,Possible damage,-8.4432,30.89813
Adebdi,Possible damage,-8.44444,30.89842
Adebdi,Possible damage,-8.44427,30.89866
Adebdi,Possible damage,-8.44413,30.89852
Adebdi,Possible damage,-8.44434,30.89853
Adebdi,Possible damage,-8.44467,30.89872
Adebdi,Possible damage,-8.44447,30.8989
Adebdi,Damage,-8.44194,30.89664
Adebdi,Damage,-8.44201,30.89676
Adebdi,Damage,-8.44191,30.89681
Adebdi,Damage,-8.4418,30.8966
Adebdi,Damage,-8.4656,30.89623
Adebdi,Damage,-8.46578,30.8963
Adebdi,Possible damage,-8.46552,30.89637
Adebdi,Possible damage,-8.46568,30.89643
Adebdi,Possible damage,-8.46594,30.89659
Adebdi,Possible damage,-8.46661,30.89715
Adebdi,Possible damage,-8.46672,30.89721
Adebdi,Possible damage,-8.4668,30.89706
Adebdi,Possible damage,-8.46656,30.89699
Adebdi,Damage,-8.46724,30.89702
Adebdi,Damage,-8.46731,30.89708
Adebdi,Possible damage,-8.46703,30.89709
Adebdi,Possible damage,-8.46713,30.89735
Adebdi,Possible damage,-8.46729,30.89735
Adebdi,Damage,-8.46772,30.89713
Adebdi,Damage,-8.46752,30.89713
Adebdi,Possible damage,-8.46763,30.8972
Adebdi,Damage,-8.46763,30.89749
Adebdi,Damage,-8.46784,30.89741
Adebdi,Damage,-8.46759,30.89732
Adebdi,Possible damage,-8.46771,30.89775
Adebdi,Possible damage,-8.46783,30.89793
Adebdi,Possible damage,-8.46797,30.89804
Adebdi,Possible damage,-8.46802,30.89755
Adebdi,Possible damage,-8.46831,30.89754
Adebdi,Possible damage,-8.468,30.89724
Adebdi,Possible damage,-8.46794,30.89733
Adebdi,Possible damage,-8.46806,30.89731
Adebdi,Possible damage,-8.46816,30.8974
Adebdi,Damage,-8.46909,30.89721
Adebdi,Damage,-8.46926,30.89726
Adebdi,Damage,-8.46919,30.89733
Adebdi,Possible damage,-8.46904,30.89738
Adebdi,Possible damage,-8.46988,30.89745
Adebdi,Possible damage,-8.4705,30.89754
Adebdi,Possible damage,-8.4711,30.89742
Adebdi,Possible damage,-8.47076,30.8976
Adebdi,Possible damage,-8.47141,30.89738
Adebdi,Damage,-8.4727,30.89735
Adebdi,Possible damage,-8.47268,30.89748
Adebdi,Possible damage,-8.47274,30.89717
Adebdi,Possible damage,-8.47262,30.89712
Adebdi,Possible damage,-8.47289,30.89705
Adebdi,Possible damage,-8.47289,30.89714
Adebdi,Possible damage,-8.47291,30.89724
Adebdi,Damage,-8.4732,30.8969
Adebdi,Possible damage,-8.47318,30.89702
Adebdi,Possible damage,-8.47322,30.89713
Adebdi,Possible damage,-8.47311,30.89724
Adebdi,Possible damage,-8.47307,30.89706
Adebdi,Possible damage,-8.47335,30.8968
Adebdi,Possible damage,-8.47336,30.89691
Adebdi,Possible damage,-8.47354,30.89678
Adebdi,Damage,-8.47405,30.89673
Adebdi,Damage,-8.47402,30.89692
Adebdi,Damage,-8.47386,30.89687
Adebdi,Damage,-8.47487,30.89694
Adebdi,Damage,-8.47465,30.89696
Adebdi,Damage,-8.4745,30.89694
Adebdi,Damage,-8.4744,30.89693
Adebdi,Possible damage,-8.47373,30.89677
Adebdi,Possible damage,-8.47362,30.89689
Adebdi,Possible damage,-8.47503,30.897
Adebdi,Possible damage,-8.47504,30.89708
Adebdi,Damage,-8.47541,30.89699
Adebdi,Damage,-8.47573,30.89702
Adebdi,Damage,-8.47585,30.89699
Adebdi,Damage,-8.47568,30.89734
Adebdi,Damage,-8.47909,30.89738
Adebdi,Damage,-8.47896,30.89725
Adebdi,Damage,-8.47904,30.89716
Adebdi,Damage,-8.47882,30.8971
Adebdi,Damage,-8.47976,30.89766
Adebdi,Damage,-8.47961,30.89748
Adebdi,Damage,-8.47957,30.89728
Adebdi,Damage,-8.47956,30.89714
Adebdi,Possible damage,-8.47931,30.89712
Adebdi,Possible damage,-8.47954,30.89706
Adebdi,Possible damage,-8.4795,30.89699
Adebdi,Damage,-8.4799,30.89686
Adebdi,Damage,-8.48026,30.89734
Adebdi,Damage,-8.48041,30.8973
Adebdi,Damage,-8.48051,30.89728
Adebdi,Damage,-8.48067,30.89728
Adebdi,Damage,-8.48012,30.89722
Adebdi,Damage,-8.48003,30.89738
Adebdi,Damage,-8.48087,30.89746
Adebdi,Damage,-8.48106,30.89739
Adebdi,Damage,-8.48105,30.89701
Adebdi,Damage,-8.48157,30.89659
Adebdi,Damage,-8.48142,30.89658
Adebdi,Damage,-8.48131,30.89655
Adebdi,Damage,-8.48127,30.89645
Adebdi,Damage,-8.48116,30.89652
Adebdi,Possible damage,-8.48156,30.89643
Adebdi,Possible damage,-8.48161,30.89632
Adebdi,Possible damage,-8.48147,30.89627
Adebdi,Possible damage,-8.48133,30.89633
Adebdi,Possible damage,-8.48147,30.89684
Adebdi,Possible damage,-8.48102,30.89675
Adebdi,Possible damage,-8.48079,30.89664
Adebdi,Possible damage,-8.48059,30.89668
Adebdi,Possible damage,-8.48072,30.89679
Adebdi,Possible damage,-8.48034,30.8969
Adebdi,Possible damage,-8.48358,30.89642
Adebdi,Possible damage,-8.48336,30.89655
Adebdi,Possible damage,-8.48315,30.89664
Adebdi,Possible damage,-8.48246,30.89664
Adebdi,Possible damage,-8.48294,30.89649
Adebdi,Possible damage,-8.4824,30.89622
Adebdi,Damage,-8.48435,30.89691
Adebdi,Damage,-8.48421,30.89683
Adebdi,Damage,-8.48425,30.89729
Adebdi,Damage,-8.4841,30.89724
Adebdi,Damage,-8.48489,30.89707
Adebdi,Damage,-8.48476,30.897
Adebdi,Damage,-8.48448,30.89678
Adebdi,Damage,-8.48456,30.89707
Adebdi,Damage,-8.48495,30.89785
Adebdi,Damage,-8.48494,30.89768
Adebdi,Damage,-8.48537,30.89771
Adebdi,Possible damage,-8.48531,30.89783
Adebdi,Possible damage,-8.48551,30.89782
Adebdi,Possible damage,-8.48554,30.89768
Adebdi,Possible damage,-8.48549,30.89756
Adebdi,Damage,-8.48539,30.89697
Adebdi,Damage,-8.48542,30.89661
Adebdi,Damage,-8.48528,30.89664
Adebdi,Damage,-8.48541,30.8965
Adebdi,Damage,-8.4856,30.89674
Adebdi,Damage,-8.48562,30.89663
Adebdi,Damage,-8.48575,30.89677
Adebdi,Damage,-8.48582,30.89666
Adebdi,Damage,-8.48576,30.89655
Adebdi,Damage,-8.48564,30.89642
Adebdi,Damage,-8.48594,30.89652
Adebdi,Damage,-8.48611,30.89648
Adebdi,Possible damage,-8.48538,30.89681
Adebdi,Possible damage,-8.4854,30.89722
Adebdi,Possible damage,-8.48396,30.89672
Adebdi,Possible damage,-8.48424,30.89664
Adebdi,Damage,-8.48598,30.89676
Adebdi,Damage,-8.486,30.89662
Adebdi,Possible damage,-8.49216,30.89568
Adebdi,Possible damage,-8.49205,30.89589
Adebdi,Possible damage,-8.49198,30.89603
Adebdi,Possible damage,-8.49142,30.89614
Adebdi,Possible damage,-8.49129,30.89603
Adebdi,Possible damage,-8.49116,30.89626
Adebdi,Possible damage,-8.49466,30.89608
Adebdi,Possible damage,-8.49073,30.89651
Adebdi,Possible damage,-8.49053,30.89656
Adebdi,Possible damage,-8.49336,30.90122
Adebdi,Possible damage,-8.49348,30.90112
Adebdi,Damage,-8.49305,30.89999
Adebdi,Possible damage,-8.4931,30.90012
Adebdi,Possible damage,-8.4929,30.89979
Adebdi,Possible damage,-8.49291,30.9001
Adebdi,Damage,-8.49262,30.89927
Adebdi,Damage,-8.49273,30.89893
Adebdi,Possible damage,-8.49253,30.89908
Adebdi,Possible damage,-8.49286,30.89922
Adebdi,Damage,-8.41752,30.85749
Adebdi,Damage,-8.41769,30.8575
Adebdi,Damage,-8.41763,30.85758
Adebdi,Damage,-8.41721,30.85729
Adebdi,Possible damage,-8.41704,30.85726
Adebdi,Possible damage,-8.41721,30.85718
Adebdi,Possible damage,-8.41737,30.85751
Adebdi,Damage,-8.41702,30.858
Adebdi,Damage,-8.4164,30.85851
Adebdi,Possible damage,-8.41716,30.85824
Adebdi,Possible damage,-8.41699,30.85823
Adebdi,Possible damage,-8.41391,30.86108
Adebdi,Damage,-8.41591,30.85373
Adebdi,Damage,-8.4152,30.85395
Adebdi,Damage,-8.4153,30.85384
Adebdi,Damage,-8.41541,30.85366
Adebdi,Possible damage,-8.41664,30.85528
Adebdi,Possible damage,-8.41636,30.85478
Adebdi,Possible damage,-8.41604,30.85421
Adebdi,Possible damage,-8.4147,30.85363
Adebdi,Possible damage,-8.41468,30.85339
Adebdi,Possible damage,-8.41459,30.85397
Adebdi,Possible damage,-8.41517,30.85369
Adebdi,Possible damage,-8.41502,30.85334
Adebdi,Possible damage,-8.41488,30.85346
Adebdi,Possible damage,-8.41509,30.85347
Adebdi,Possible damage,-8.39344,30.85132
Adebdi,Possible damage,-8.39333,30.85129
Adebdi,Possible damage,-8.39232,30.85083
Adebdi,Possible damage,-8.39444,30.84997
Adebdi,Possible damage,-8.39422,30.84946
Adebdi,Possible damage,-8.39309,30.85111
Adebdi,Damage,-8.38946,30.84486
Adebdi,Possible damage,-8.38963,30.84499
Adebdi,Damage,-8.38938,30.84463
Adebdi,Possible damage,-8.38925,30.84474
Adebdi,Possible damage,-8.38908,30.84462
Adebdi,Possible damage,-8.38962,30.84457
Adebdi,Damage,-8.38961,30.84478
Adebdi,Damage,-8.38964,30.84491
Adebdi,Damage,-8.38978,30.84489
Adebdi,Damage,-8.38983,30.84478
Adebdi,Damage,-8.39008,30.84473
Adebdi,Damage,-8.38991,30.84467
Adebdi,Damage,-8.38996,30.84475
Adebdi,Damage,-8.38981,30.84467
Adebdi,Damage,-8.38971,30.84468
Adebdi,Damage,-8.38974,30.84451
Adebdi,Damage,-8.38985,30.84456
Adebdi,Damage,-8.38997,30.84462
Adebdi,Damage,-8.39014,30.84466
Adebdi,Damage,-8.39025,30.84471
Adebdi,Damage,-8.39027,30.84462
Adebdi,Damage,-8.39046,30.84456
Adebdi,Damage,-8.39018,30.84458
Adebdi,Damage,-8.39002,30.84453
Adebdi,Damage,-8.39048,30.84445
Adebdi,Damage,-8.39036,30.84441
Adebdi,Damage,-8.39032,30.84436
Adebdi,Damage,-8.3901,30.84432
Adebdi,Damage,-8.39028,30.84439
Adebdi,Damage,-8.39054,30.84437
Adebdi,Damage,-8.39055,30.84428
Adebdi,Damage,-8.39035,30.84429
Adebdi,Damage,-8.39042,30.84422
Adebdi,Damage,-8.39028,30.84413
Adebdi,Damage,-8.39025,30.84424
Adebdi,Damage,-8.39016,30.84423
Adebdi,Damage,-8.38994,30.84416
Adebdi,Damage,-8.38992,30.84424
Adebdi,Damage,-8.38983,30.84419
Adebdi,Damage,-8.3898,30.84432
Adebdi,Damage,-8.39089,30.84431
Adebdi,Damage,-8.39086,30.8442
Adebdi,Damage,-8.39076,30.84427
Adebdi,Damage,-8.391,30.84373
Adebdi,Possible damage,-8.39048,30.84405
Adebdi,Possible damage,-8.39063,30.84402
Adebdi,Possible damage,-8.39077,30.84395
Adebdi,Possible damage,-8.39103,30.84399
Adebdi,Possible damage,-8.39092,30.8439
Adebdi,Possible damage,-8.39071,30.84375
Adebdi,Possible damage,-8.39026,30.84359
Adebdi,Possible damage,-8.39082,30.84357
Adebdi,Possible damage,-8.39028,30.84401
Adebdi,Possible damage,-8.38912,30.84406
Adebdi,Possible damage,-8.38956,30.84428
Adebdi,Possible damage,-8.38952,30.84446
Adebdi,Possible damage,-8.39078,30.84386
Adebdi,Damage,-8.39063,30.84388
Adebdi,Damage,-8.39126,30.84381
Adebdi,Damage,-8.39122,30.84391
Adebdi,Possible damage,-8.39329,30.84556
Adebdi,Possible damage,-8.39319,30.84559
Adebdi,Damage,-8.3938,30.84514
Adebdi,Damage,-8.39455,30.84469
Adebdi,Damage,-8.39445,30.84474
Adebdi,Possible damage,-8.39424,30.84486
Adebdi,Damage,-8.39464,30.84466
Adebdi,Damage,-8.3947,30.84464
Adebdi,Damage,-8.39479,30.84458
Adebdi,Damage,-8.39487,30.84451
Adebdi,Damage,-8.39499,30.84452
Adebdi,Damage,-8.39509,30.84449
Adebdi,Damage,-8.39511,30.84439
Adebdi,Damage,-8.39522,30.84439
Adebdi,Damage,-8.3953,30.84441
Adebdi,Damage,-8.39533,30.84432
Adebdi,Damage,-8.39496,30.8444
Adebdi,Damage,-8.39492,30.84432
Adebdi,Damage,-8.39541,30.84411
Adebdi,Damage,-8.39549,30.84411
Adebdi,Damage,-8.39559,30.84408
Adebdi,Damage,-8.39567,30.84407
Adebdi,Damage,-8.39578,30.84406
Adebdi,Damage,-8.39586,30.84406
Adebdi,Damage,-8.3958,30.84387
Adebdi,Damage,-8.39569,30.84389
Adebdi,Damage,-8.39552,30.8439
Adebdi,Damage,-8.39544,30.84392
Adebdi,Damage,-8.39538,30.84387
Adebdi,Damage,-8.39531,30.8439
Adebdi,Damage,-8.39531,30.84396
Adebdi,Damage,-8.39521,30.84396
Adebdi,Damage,-8.39512,30.84398
Adebdi,Damage,-8.39497,30.84398
Adebdi,Damage,-8.39487,30.84399
Adebdi,Damage,-8.39487,30.8439
Adebdi,Damage,-8.39497,30.84386
Adebdi,Damage,-8.39509,30.84384
Adebdi,Damage,-8.39518,30.84381
Adebdi,Damage,-8.39531,30.84381
Adebdi,Damage,-8.3953,30.84411
Adebdi,Damage,-8.39519,30.84414
Adebdi,Damage,-8.39511,30.84418
Adebdi,Damage,-8.39504,30.84421
Adebdi,Damage,-8.39487,30.84424
Adebdi,Damage,-8.39435,30.84427
Adebdi,Possible damage,-8.39472,30.84437
Adebdi,Possible damage,-8.39445,30.84443
Adebdi,Possible damage,-8.39436,30.84445
Adebdi,Possible damage,-8.39397,30.84468
Adebdi,Possible damage,-8.39395,30.8446
Adebdi,Possible damage,-8.3941,30.84455
Adebdi,Possible damage,-8.39546,30.84424
Adebdi,Damage,-8.39639,30.84386
Adebdi,Possible damage,-8.39459,30.84419
Adebdi,Possible damage,-8.39329,30.84448
Adebdi,Damage,-8.39395,30.8437
Adebdi,Damage,-8.39714,30.84333
Adebdi,Damage,-8.39746,30.84333
Adebdi,Damage,-8.39787,30.84334
Adebdi,Damage,-8.39795,30.84323
Adebdi,Damage,-8.39807,30.84331
Adebdi,Damage,-8.39812,30.84323
Adebdi,Damage,-8.39819,30.84312
Adebdi,Damage,-8.39829,30.84308
Adebdi,Damage,-8.398,30.84342
Adebdi,Possible damage,-8.40374,30.83905
Adebdi,Possible damage,-8.40386,30.839
Adebdi,Possible damage,-8.40404,30.83896
Adebdi,Possible damage,-8.40417,30.83894
Adebdi,Possible damage,-8.4028,30.83958
Adebdi,Damage,-8.40443,30.83886
Adebdi,Damage,-8.40455,30.83882
Adebdi,Damage,-8.40469,30.83876
Adebdi,Damage,-8.40439,30.83906
Adebdi,Damage,-8.4045,30.839
Adebdi,Damage,-8.40463,30.83896
Adebdi,Damage,-8.40468,30.83888
Adebdi,Damage,-8.40482,30.8388
Adebdi,Damage,-8.4042,30.83906
Adebdi,Damage,-8.40408,30.83911
Adebdi,Damage,-8.40416,30.8392
Adebdi,Damage,-8.40427,30.8392
Adebdi,Damage,-8.40424,30.83913
Adebdi,Damage,-8.40417,30.83942
Adebdi,Damage,-8.40431,30.83944
Adebdi,Damage,-8.4043,30.8393
Adebdi,Damage,-8.4044,30.83922
Adebdi,Damage,-8.40442,30.83944
Adebdi,Damage,-8.40441,30.83934
Adebdi,Damage,-8.40452,30.83945
Adebdi,Damage,-8.40452,30.83937
Adebdi,Damage,-8.40463,30.83938
Adebdi,Damage,-8.40452,30.83919
Adebdi,Damage,-8.40466,30.83915
Adebdi,Damage,-8.40478,30.83917
Adebdi,Damage,-8.40489,30.83917
Adebdi,Damage,-8.40463,30.83926
Adebdi,Damage,-8.40473,30.83941
Adebdi,Damage,-8.40485,30.8394
Adebdi,Damage,-8.40488,30.83927
Adebdi,Damage,-8.40475,30.83903
Adebdi,Damage,-8.40461,30.83906
Adebdi,Damage,-8.40451,30.83908
Adebdi,Damage,-8.40509,30.8389
Adebdi,Damage,-8.40521,30.83899
Adebdi,Damage,-8.40508,30.8391
Adebdi,Damage,-8.40513,30.83913
Adebdi,Damage,-8.40524,30.83916
Adebdi,Damage,-8.40529,30.83904
Adebdi,Damage,-8.40518,30.83929
Adebdi,Damage,-8.4058,30.83945
Adebdi,Damage,-8.40594,30.83935
Adebdi,Damage,-8.40612,30.83941
Adebdi,Damage,-8.40607,30.83931
Adebdi,Damage,-8.40617,30.83925
Adebdi,Damage,-8.40624,30.83911
Adebdi,Damage,-8.40634,30.83906
Adebdi,Possible damage,-8.40649,30.83899
Adebdi,Possible damage,-8.40656,30.83889
Adebdi,Damage,-8.40633,30.83791
Adebdi,Damage,-8.40642,30.83794
Adebdi,Damage,-8.40643,30.83781
Adebdi,Damage,-8.40658,30.83786
Adebdi,Damage,-8.40665,30.83775
Adebdi,Damage,-8.40652,30.83775
Adebdi,Damage,-8.40668,30.83788
Adebdi,Damage,-8.40676,30.83791
Adebdi,Damage,-8.40676,30.83785
Adebdi,Damage,-8.40688,30.83788
Adebdi,Damage,-8.40698,30.83789
Adebdi,Damage,-8.40697,30.8378
Adebdi,Damage,-8.40684,30.83779
Adebdi,Damage,-8.40698,30.83769
Adebdi,Damage,-8.40686,30.83771
Adebdi,Damage,-8.40675,30.83778
Adebdi,Damage,-8.40716,30.83783
Adebdi,Damage,-8.40726,30.8378
Adebdi,Damage,-8.40739,30.83792
Adebdi,Damage,-8.40725,30.83791
Adebdi,Damage,-8.4073,30.83801
Adebdi,Damage,-8.40738,30.83806
Adebdi,Damage,-8.40725,30.83807
Adebdi,Possible damage,-8.40829,30.83767
Adebdi,Possible damage,-8.40817,30.83773
Adebdi,Possible damage,-8.40809,30.83776
Adebdi,Possible damage,-8.41164,30.83637
Adebdi,Possible damage,-8.41157,30.83656
Adebdi,Possible damage,-8.41211,30.83625
Adebdi,Damage,-8.4179,30.83732
Adebdi,Damage,-8.41781,30.83734
Adebdi,Possible damage,-8.41799,30.83722
Adebdi,Damage,-8.41815,30.83694
Adebdi,Damage,-8.41815,30.83705
Adebdi,Damage,-8.41801,30.83697
Adebdi,Damage,-8.41822,30.83684
Adebdi,Damage,-8.41804,30.83676
Adebdi,Damage,-8.41787,30.83684
Adebdi,Damage,-8.4178,30.83675
Adebdi,Damage,-8.4179,30.83677
Adebdi,Damage,-8.41781,30.83663
Adebdi,Damage,-8.4179,30.83658
Adebdi,Damage,-8.41787,30.83669
Adebdi,Damage,-8.41803,30.83659
Adebdi,Possible damage,-8.41768,30.83634
Adebdi,Possible damage,-8.41834,30.83685
Adebdi,Damage,-8.41772,30.83599
Adebdi,Damage,-8.41781,30.83614
Adebdi,Damage,-8.41786,30.83588
Adebdi,Damage,-8.41798,30.836
Adebdi,Damage,-8.41806,30.83592
Adebdi,Damage,-8.41799,30.83581
Adebdi,Damage,-8.41827,30.83573
Adebdi,Damage,-8.41818,30.83582
Adebdi,Damage,-8.41828,30.83563
Adebdi,Damage,-8.41838,30.83556
Adebdi,Damage,-8.41858,30.83535
Adebdi,Damage,-8.41864,30.83529
Adebdi,Possible damage,-8.41836,30.83583
Adebdi,Possible damage,-8.41826,30.83586
Adebdi,Possible damage,-8.41856,30.83563
Adebdi,Possible damage,-8.41863,30.83552
Adebdi,Damage,-8.41816,30.83602
Adebdi,Damage,-8.41829,30.83609
Adebdi,Possible damage,-8.41806,30.83615
Adebdi,Possible damage,-8.41818,30.83621
Adebdi,Damage,-8.42032,30.83381
Adebdi,Damage,-8.42,30.8338
Adebdi,Possible damage,-8.42015,30.83373
Adebdi,Damage,-8.42008,30.83347
Adebdi,Possible damage,-8.41985,30.8335
Adebdi,Damage,-8.41897,30.83313
Adebdi,Possible damage,-8.41867,30.83259
Adebdi,Damage,-8.41816,30.83274
Adebdi,Damage,-8.41821,30.83263
Adebdi,Damage,-8.41838,30.83252
Adebdi,Damage,-8.41846,30.83248
Adebdi,Damage,-8.41842,30.83235
Adebdi,Damage,-8.41828,30.83245
Adebdi,Damage,-8.41813,30.83248
Adebdi,Damage,-8.41817,30.83234
Adebdi,Damage,-8.41827,30.83229
Adebdi,Damage,-8.41829,30.83237
Adebdi,Damage,-8.41821,30.83253
Adebdi,Damage,-8.41858,30.83232
Adebdi,Damage,-8.4185,30.83222
Adebdi,Damage,-8.42023,30.83122
Adebdi,Possible damage,-8.41867,30.83187
Adebdi,Damage,-8.42199,30.83094
Adebdi,Damage,-8.4219,30.83084
Adebdi,Damage,-8.42141,30.83077
Adebdi,Possible damage,-8.42154,30.83069
Adebdi,Possible damage,-8.42283,30.82992
Adebdi,Damage,-8.42069,30.8312
Adebdi,Damage,-8.42058,30.83117
Adebdi,Damage,-8.42067,30.83132
Adebdi,Damage,-8.41847,30.83044
Adebdi,Damage,-8.42272,30.82871
Adebdi,Damage,-8.42274,30.82863
Adebdi,Damage,-8.42276,30.82856
Adebdi,Damage,-8.42322,30.82774
Adebdi,Damage,-8.4231,30.82786
Adebdi,Damage,-8.42301,30.82794
