Settlement,Main_Dmg,X,Y
Adebdi,Damage,-8.44881,30.818
Adebdi,Damage,-8.44858,30.81811
Adebdi,Damage,-8.44848,30.81816
Adebdi,Damage,-8.44859,30.81828
Adebdi,Damage,-8.44891,30.8184
Adebdi,Damage,-8.44902,30.81836
Adebdi,Damage,-8.44883,30.8183
Adebdi,Damage,-8.44892,30.81825
Adebdi,Damage,-8.44889,30.81816
Adebdi,Damage,-8.44867,30.81818
Adebdi,Possible damage,-8.44917,30.81802
Adebdi,Possible damage,-8.44931,30.81811
Adebdi,Possible damage,-8.44914,30.81828
Adebdi,Possible damage,-8.44782,30.81838
Adebdi,Possible damage,-8.44788,30.81829
Adebdi,Possible damage,-8.44793,30.8182
Adebdi,Possible damage,-8.44808,30.81823
Adebdi,Possible damage,-8.44807,30.81832
Adebdi,Possible damage,-8.44797,30.81832
Adebdi,Damage,-8.44764,30.81823
Adebdi,Damage,-8.44735,30.81803
Adebdi,Damage,-8.44738,30.81794
Adebdi,Damage,-8.44743,30.81788
Adebdi,Damage,-8.44748,30.81813
Adebdi,Possible damage,-8.44733,30.81779
Adebdi,Possible damage,-8.44745,30.81782
Adebdi,Possible damage,-8.44763,30.81781
Adebdi,Possible damage,-8.44775,30.81784
Adebdi,Possible damage,-8.44771,30.81806
Adebdi,Possible damage,-8.44727,30.81796
Adebdi,Possible damage,-8.44711,30.81801
Adebdi,Possible damage,-8.44704,30.81808
Adebdi,Possible damage,-8.44682,30.81777
Adebdi,Possible damage,-8.44683,30.81794
Adebdi,Possible damage,-8.44658,30.81717
Adebdi,Possible damage,-8.44708,30.81723
Adebdi,Possible damage,-8.44711,30.81734
Adebdi,Possible damage,-8.4472,30.81743
Adebdi,Possible damage,-8.44729,30.81753
Adebdi,Damage,-8.44832,30.81705
Adebdi,Damage,-8.44821,30.81701
Adebdi,Damage,-8.4484,30.81698
Adebdi,Possible damage,-8.44812,30.81874
Adebdi,Possible damage,-8.44817,30.8186
Adebdi,Possible damage,-8.44782,30.81881
Adebdi,Possible damage,-8.4477,30.81872
Adebdi,Damage,-8.44816,30.81691
Adebdi,Damage,-8.44804,30.81696
Adebdi,Damage,-8.44878,30.81756
Adebdi,Damage,-8.4469,30.81761
Adebdi,Damage,-8.44689,30.81744
Adebdi,Damage,-8.44704,30.81749
Adebdi,Possible damage,-8.44667,30.81768
Adebdi,Possible damage,-8.44666,30.818
Adebdi,Damage,-8.45199,30.82543
Adebdi,Damage,-8.45183,30.82536
Adebdi,Damage,-8.45151,30.82524
Adebdi,Damage,-8.45141,30.82523
Adebdi,Damage,-8.4518,30.82525
Adebdi,Damage,-8.45127,30.8257
Adebdi,Damage,-8.45193,30.82576
Adebdi,Possible damage,-8.45177,30.82594
Adebdi,Possible damage,-8.45155,30.82563
Adebdi,Damage,-8.45233,30.82503
Adebdi,Damage,-8.45226,30.82496
Adebdi,Damage,-8.45357,30.82405
Adebdi,Damage,-8.45354,30.82413
Adebdi,Damage,-8.45353,30.82424
Adebdi,Damage,-8.45367,30.82429
Adebdi,Damage,-8.45359,30.82436
Adebdi,Damage,-8.45369,30.82442
Adebdi,Damage,-8.45377,30.82436
Adebdi,Damage,-8.45382,30.82443
Adebdi,Damage,-8.45373,30.82446
Adebdi,Damage,-8.45398,30.82443
Adebdi,Damage,-8.45402,30.82449
Adebdi,Damage,-8.45396,30.82452
Adebdi,Damage,-8.45387,30.82451
Adebdi,Damage,-8.45379,30.82453
Adebdi,Damage,-8.4537,30.82457
Adebdi,Damage,-8.4537,30.82464
Adebdi,Damage,-8.45381,30.82464
Adebdi,Damage,-8.45388,30.82461
Adebdi,Damage,-8.45395,30.8247
Adebdi,Damage,-8.45381,30.82472
Adebdi,Damage,-8.4537,30.82472
Adebdi,Damage,-8.45394,30.82479
Adebdi,Damage,-8.4538,30.82485
Adebdi,Damage,-8.45394,30.82487
Adebdi,Damage,-8.45406,30.82491
Adebdi,Damage,-8.45397,30.82497
Adebdi,Damage,-8.45397,30.82503
Adebdi,Damage,-8.45397,30.82515
Adebdi,Damage,-8.45383,30.82498
Adebdi,Damage,-8.45412,30.8244
Adebdi,Damage,-8.45423,30.82438
Adebdi,Damage,-8.45437,30.82444
Adebdi,Damage,-8.45526,30.82466
Adebdi,Damage,-8.45516,30.82461
Adebdi,Damage,-8.45567,30.82441
Adebdi,Damage,-8.45557,30.82443
Adebdi,Damage,-8.45539,30.82508
Adebdi,Damage,-8.45555,30.82503
Adebdi,Damage,-8.45546,30.82497
Adebdi,Damage,-8.45537,30.82492
Adebdi,Damage,-8.45531,30.82499
Adebdi,Damage,-8.45526,30.82508
Adebdi,Damage,-8.45537,30.82517
Adebdi,Damage,-8.4548,30.82599
Adebdi,Damage,-8.45489,30.82605
Adebdi,Damage,-8.45482,30.82613
Adebdi,Damage,-8.45471,30.82609
Adebdi,Damage,-8.45465,30.82619
Adebdi,Damage,-8.45475,30.82623
Adebdi,Possible damage,-8.45488,30.82586
Adebdi,Possible damage,-8.45492,30.82579
Adebdi,Possible damage,-8.45502,30.8257
Adebdi,Possible damage,-8.45517,30.82521
Adebdi,Possible damage,-8.45447,30.82554
Adebdi,Possible damage,-8.45422,30.82545
Adebdi,Possible damage,-8.45407,30.82545
Adebdi,Possible damage,-8.45093,30.82424
Adebdi,Possible damage,-8.45443,30.82647
Adebdi,Possible damage,-8.45437,30.82656
Adebdi,Damage,-8.45383,30.8263
Adebdi,Damage,-8.45379,30.82636
Adebdi,Damage,-8.45402,30.82647
Adebdi,Damage,-8.45395,30.82655
Adebdi,Damage,-8.45413,30.82658
Adebdi,Damage,-8.45413,30.82672
Adebdi,Damage,-8.45419,30.82686
Adebdi,Damage,-8.45434,30.82687
Adebdi,Damage,-8.45429,30.82697
Adebdi,Damage,-8.45427,30.82712
Adebdi,Damage,-8.45409,30.82699
Adebdi,Damage,-8.45413,30.82691
Adebdi,Damage,-8.45398,30.82693
Adebdi,Damage,-8.45381,30.8269
Adebdi,Damage,-8.45358,30.82688
Adebdi,Damage,-8.45371,30.82692
Adebdi,Damage,-8.45394,30.82703
Adebdi,Damage,-8.45394,30.8271
Adebdi,Damage,-8.45381,30.82712
Adebdi,Damage,-8.45368,30.82704
Adebdi,Damage,-8.45355,30.82711
Adebdi,Damage,-8.4537,30.82717
Adebdi,Damage,-8.45365,30.82724
Adebdi,Damage,-8.45357,30.82734
Adebdi,Damage,-8.45347,30.82747
Adebdi,Damage,-8.45344,30.82754
Adebdi,Damage,-8.45329,30.82743
Adebdi,Damage,-8.45371,30.82743
Adebdi,Damage,-8.45378,30.82737
Adebdi,Damage,-8.45391,30.8273
Adebdi,Damage,-8.45403,30.82738
Adebdi,Damage,-8.45398,30.82746
Adebdi,Damage,-8.45385,30.82741
Adebdi,Damage,-8.4538,30.82748
Adebdi,Damage,-8.45377,30.82773
Adebdi,Damage,-8.45366,30.82763
Adebdi,Damage,-8.4534,30.82731
Adebdi,Damage,-8.45438,30.82759
Adebdi,Damage,-8.45658,30.82511
Adebdi,Damage,-8.45661,30.82521
Adebdi,Possible damage,-8.4564,30.82515
Adebdi,Damage,-8.45732,30.825
Adebdi,Possible damage,-8.45673,30.82462
Adebdi,Possible damage,-8.45673,30.82475
Adebdi,Damage,-8.45662,30.82461
Adebdi,Damage,-8.45661,30.8247
Adebdi,Damage,-8.45627,30.82455
Adebdi,Damage,-8.45625,30.82463
Adebdi,Damage,-8.45617,30.8246
Adebdi,Damage,-8.45677,30.82444
Adebdi,Damage,-8.45664,30.82443
Adebdi,Damage,-8.45568,30.82488
Adebdi,Damage,-8.4824,30.8372
Adebdi,Damage,-8.48241,30.83729
Adebdi,Damage,-8.48232,30.83727
Adebdi,Damage,-8.48236,30.83737
Adebdi,Damage,-8.48225,30.83738
Adebdi,Possible damage,-8.4823,30.83748
Adebdi,Damage,-8.4826,30.83726
Adebdi,Damage,-8.48275,30.8373
Adebdi,Damage,-8.48275,30.8374
Adebdi,Damage,-8.48263,30.83738
Adebdi,Possible damage,-8.48293,30.83783
Adebdi,Possible damage,-8.48304,30.83794
Adebdi,Damage,-8.48287,30.8375
Adebdi,Damage,-8.48296,30.83753
Adebdi,Possible damage,-8.4829,30.83742
Adebdi,Possible damage,-8.48275,30.83747
Adebdi,Possible damage,-8.4828,30.83762
Adebdi,Possible damage,-8.48266,30.83762
Adebdi,Possible damage,-8.4828,30.83773
Adebdi,Damage,-8.48318,30.83714
Adebdi,Damage,-8.48326,30.83727
Adebdi,Damage,-8.4831,30.83755
Adebdi,Damage,-8.48344,30.83766
Adebdi,Damage,-8.48342,30.83775
Adebdi,Damage,-8.48334,30.8378
Adebdi,Possible damage,-8.48326,30.83768
Adebdi,Possible damage,-8.48319,30.83764
Adebdi,Possible damage,-8.48328,30.83752
Adebdi,Possible damage,-8.48335,30.83753
Adebdi,Possible damage,-8.4833,30.83738
Adebdi,Possible damage,-8.48309,30.83737
Adebdi,Damage,-8.48344,30.8379
Adebdi,Damage,-8.48353,30.83796
Adebdi,Damage,-8.48361,30.83799
Adebdi,Damage,-8.48372,30.83807
Adebdi,Damage,-8.4835,30.83823
Adebdi,Possible damage,-8.48342,30.83836
Adebdi,Possible damage,-8.48352,30.83809
Adebdi,Possible damage,-8.48394,30.83843
Adebdi,Possible damage,-8.48383,30.83847
Adebdi,Possible damage,-8.48397,30.83856
Adebdi,Possible damage,-8.48368,30.8385
Adebdi,Damage,-8.48381,30.8383
Adebdi,Damage,-8.48353,30.83844
Adebdi,Possible damage,-8.48346,30.83846
Adebdi,Damage,-8.48352,30.8386
Adebdi,Damage,-8.48366,30.8386
Adebdi,Damage,-8.48338,30.83858
Adebdi,Damage,-8.48323,30.83882
Adebdi,Damage,-8.48363,30.8388
Adebdi,Damage,-8.48366,30.83871
Adebdi,Possible damage,-8.48344,30.83867
Adebdi,Possible damage,-8.48333,30.83866
Adebdi,Possible damage,-8.48325,30.83867
Adebdi,Possible damage,-8.48314,30.83874
Adebdi,Damage,-8.48488,30.83812
Adebdi,Damage,-8.48482,30.83806
Adebdi,Damage,-8.48477,30.83815
Adebdi,Damage,-8.4848,30.83828
Adebdi,Damage,-8.48487,30.83834
Adebdi,Damage,-8.48493,30.83846
Adebdi,Damage,-8.48478,30.83836
Adebdi,Damage,-8.48468,30.8384
Adebdi,Damage,-8.48477,30.83845
Adebdi,Damage,-8.48479,30.83854
Adebdi,Damage,-8.48466,30.83825
Adebdi,Possible damage,-8.48457,30.83851
Adebdi,Possible damage,-8.48463,30.83859
Adebdi,Possible damage,-8.48502,30.83804
Adebdi,Damage,-8.48512,30.8385
Adebdi,Damage,-8.48515,30.83854
Adebdi,Damage,-8.48515,30.83861
Adebdi,Damage,-8.48513,30.83861
Adebdi,Damage,-8.48506,30.83855
Adebdi,Damage,-8.48502,30.83855
Adebdi,Damage,-8.48504,30.83865
Adebdi,Damage,-8.48493,30.83862
Adebdi,Damage,-8.48497,30.83868
Adebdi,Damage,-8.48489,30.83869
Adebdi,Damage,-8.48522,30.83872
Adebdi,Damage,-8.48509,30.83871
Adebdi,Damage,-8.48514,30.83878
Adebdi,Damage,-8.48529,30.83876
Adebdi,Damage,-8.48542,30.83876
Adebdi,Damage,-8.48552,30.83879
Adebdi,Damage,-8.48546,30.83889
Adebdi,Damage,-8.48524,30.83888
Adebdi,Damage,-8.48536,30.83894
Adebdi,Damage,-8.48545,30.83902
Adebdi,Damage,-8.48539,30.83908
Adebdi,Damage,-8.48569,30.83861
Adebdi,Damage,-8.48589,30.83853
Adebdi,Damage,-8.48579,30.83867
Adebdi,Possible damage,-8.48526,30.83857
Adebdi,Possible damage,-8.48538,30.83861
Adebdi,Possible damage,-8.48553,30.83857
Adebdi,Possible damage,-8.48571,30.83877
Adebdi,Possible damage,-8.4859,30.83901
Adebdi,Possible damage,-8.48555,30.83837
Adebdi,Possible damage,-8.48532,30.83836
Adebdi,Possible damage,-8.48504,30.83843
Adebdi,Damage,-8.4859,30.8399
Adebdi,Damage,-8.48602,30.83985
Adebdi,Damage,-8.48609,30.84002
Adebdi,Possible damage,-8.48594,30.83999
Adebdi,Damage,-8.48637,30.83983
Adebdi,Possible damage,-8.48625,30.84005
Adebdi,Possible damage,-8.48615,30.84012
Adebdi,Damage,-8.48677,30.83974
Adebdi,Damage,-8.48665,30.83967
Adebdi,Damage,-8.48674,30.8396
Adebdi,Damage,-8.48696,30.83957
Adebdi,Damage,-8.48687,30.83944
Adebdi,Damage,-8.48668,30.83947
Adebdi,Damage,-8.48724,30.83943
Adebdi,Damage,-8.48721,30.83949
Adebdi,Damage,-8.48706,30.83942
Adebdi,Damage,-8.48693,30.83932
Adebdi,Damage,-8.48701,30.83926
Adebdi,Damage,-8.48709,30.83933
Adebdi,Damage,-8.48721,30.83922
Adebdi,Damage,-8.48713,30.83916
Adebdi,Damage,-8.48711,30.83921
Adebdi,Damage,-8.48702,30.83915
Adebdi,Damage,-8.48725,30.83913
Adebdi,Damage,-8.4873,30.83906
Adebdi,Damage,-8.48715,30.83904
Adebdi,Damage,-8.48692,30.83903
Adebdi,Damage,-8.48691,30.83908
Adebdi,Damage,-8.48684,30.8392
Adebdi,Damage,-8.48668,30.83909
Adebdi,Damage,-8.48679,30.83931
Adebdi,Damage,-8.4867,30.83939
Adebdi,Damage,-8.48714,30.83891
Adebdi,Damage,-8.48717,30.8388
Adebdi,Damage,-8.48697,30.8389
Adebdi,Damage,-8.48725,30.83871
Adebdi,Damage,-8.48704,30.83864
Adebdi,Damage,-8.487,30.83851
Adebdi,Possible damage,-8.48682,30.83881
Adebdi,Possible damage,-8.4868,30.83895
Adebdi,Possible damage,-8.4867,30.83893
Adebdi,Possible damage,-8.48748,30.83867
Adebdi,Possible damage,-8.48748,30.83857
Adebdi,Possible damage,-8.4874,30.83849
Adebdi,Possible damage,-8.48736,30.83842
Adebdi,Possible damage,-8.48735,30.83831
Adebdi,Possible damage,-8.48715,30.83793
Adebdi,Possible damage,-8.48714,30.83785
Adebdi,Possible damage,-8.48657,30.83781
Adebdi,Damage,-8.48658,30.83794
Adebdi,Damage,-8.47529,30.85102
Adebdi,Possible damage,-8.47531,30.85091
Adebdi,Possible damage,-8.47529,30.85081
Adebdi,Possible damage,-8.47562,30.85076
Adebdi,Possible damage,-8.47552,30.85068
Adebdi,Possible damage,-8.47543,30.85058
Adebdi,Possible damage,-8.47536,30.85053
Adebdi,Possible damage,-8.47644,30.85136
Adebdi,Possible damage,-8.47636,30.85127
Adebdi,Possible damage,-8.47628,30.85121
Adebdi,Possible damage,-8.47703,30.85236
Adebdi,Possible damage,-8.47694,30.85228
Adebdi,Possible damage,-8.47675,30.85217
Adebdi,Possible damage,-8.47667,30.852
Adebdi,Possible damage,-8.47707,30.85179
Adebdi,Possible damage,-8.47572,30.85264
Adebdi,Possible damage,-8.47564,30.85249
Adebdi,Possible damage,-8.47652,30.85227
Adebdi,Possible damage,-8.4765,30.85244
Adebdi,Possible damage,-8.47702,30.85201
Adebdi,Possible damage,-8.47702,30.8519
Adebdi,Possible damage,-8.47685,30.8519
Adebdi,Possible damage,-8.47724,30.85179
Adebdi,Damage,-8.51562,30.7899
Adebdi,Damage,-8.51589,30.78983
Adebdi,Damage,-8.51582,30.78982
Adebdi,Possible damage,-8.51547,30.79097
Adebdi,Damage,-8.51542,30.79004
Adebdi,Possible damage,-8.51524,30.78964
Adebdi,Possible damage,-8.51467,30.78951
Adebdi,Possible damage,-8.51614,30.78863
Adebdi,Possible damage,-8.51683,30.78821
Adebdi,Damage,-8.51762,30.78858
Adebdi,Damage,-8.51695,30.78386
Adebdi,Possible damage,-8.51805,30.7834
Adebdi,Possible damage,-8.51827,30.78334
Adebdi,Possible damage,-8.51617,30.78344
Adebdi,Possible damage,-8.51708,30.78541
Adebdi,Damage,-8.51914,30.78036
Adebdi,Damage,-8.51887,30.78037
Adebdi,Possible damage,-8.51911,30.77975
Adebdi,Possible damage,-8.5178,30.77902
Adebdi,Damage,-8.49358,30.78366
Adebdi,Damage,-8.49231,30.78253
Adebdi,Damage,-8.49321,30.78136
Adebdi,Damage,-8.49206,30.78196
Adebdi,Damage,-8.49402,30.77997
Adebdi,Damage,-8.49189,30.78259
Adebdi,Damage,-8.49182,30.78256
Adebdi,Damage,-8.49189,30.78249
Adebdi,Damage,-8.49187,30.78241
Adebdi,Damage,-8.49167,30.78237
Adebdi,Damage,-8.49172,30.78246
Adebdi,Damage,-8.49179,30.78236
Adebdi,Damage,-8.49153,30.7825
Adebdi,Damage,-8.49156,30.78244
Adebdi,Damage,-8.49134,30.78251
Adebdi,Damage,-8.49144,30.78251
Adebdi,Damage,-8.49124,30.78255
Adebdi,Damage,-8.49163,30.78227
Adebdi,Damage,-8.49159,30.78235
Adebdi,Damage,-8.4915,30.78235
Adebdi,Damage,-8.49147,30.78211
Adebdi,Damage,-8.49138,30.78235
Adebdi,Damage,-8.4911,30.78245
Adebdi,Damage,-8.49114,30.7824
Adebdi,Possible damage,-8.49129,30.78244
Adebdi,Damage,-8.49118,30.78218
Adebdi,Damage,-8.49118,30.78226
Adebdi,Damage,-8.49129,30.78211
Adebdi,Damage,-8.49103,30.78212
Adebdi,Possible damage,-8.491,30.78217
Adebdi,Damage,-8.49102,30.78227
Adebdi,Damage,-8.49111,30.78259
Adebdi,Damage,-8.49092,30.78234
Adebdi,Damage,-8.49072,30.78223
Adebdi,Damage,-8.49092,30.78269
Adebdi,Damage,-8.49085,30.78273
Adebdi,Damage,-8.49079,30.78275
Adebdi,Possible damage,-8.49107,30.78255
Adebdi,Possible damage,-8.49097,30.78252
Adebdi,Damage,-8.49065,30.78237
Adebdi,Damage,-8.49066,30.7823
Adebdi,Damage,-8.49078,30.78241
Adebdi,Damage,-8.49057,30.78234
Adebdi,Damage,-8.49049,30.78227
Adebdi,Damage,-8.49042,30.78239
Adebdi,Damage,-8.49037,30.78233
Adebdi,Damage,-8.49031,30.78224
Adebdi,Damage,-8.49029,30.78216
Adebdi,Damage,-8.49165,30.7821
Adebdi,Possible damage,-8.49103,30.78263
Adebdi,Possible damage,-8.49004,30.78245
Adebdi,Damage,-8.49023,30.78239
Adebdi,Damage,-8.49061,30.78242
Adebdi,Possible damage,-8.49177,30.78263
Adebdi,Damage,-8.49097,30.78132
Adebdi,Damage,-8.49107,30.78128
Adebdi,Possible damage,-8.49117,30.78125
Adebdi,Possible damage,-8.49123,30.78118
Adebdi,Damage,-8.48897,30.78676
Adebdi,Damage,-8.48835,30.787
Adebdi,Damage,-8.48833,30.78691
Adebdi,Damage,-8.48853,30.78664
Adebdi,Damage,-8.48886,30.78683
Adebdi,Damage,-8.4888,30.78688
Adebdi,Possible damage,-8.48867,30.78658
Adebdi,Damage,-8.48903,30.78658
Adebdi,Damage,-8.48893,30.78659
Adebdi,Damage,-8.48893,30.78639
Adebdi,Damage,-8.48899,30.78633
Adebdi,Damage,-8.48881,30.78636
Adebdi,Damage,-8.48868,30.7863
Adebdi,Damage,-8.48877,30.78626
Adebdi,Damage,-8.4889,30.78624
Adebdi,Damage,-8.48844,30.78678
Adebdi,Possible damage,-8.48838,30.78684
Adebdi,Possible damage,-8.48856,30.78689
Adebdi,Damage,-8.48949,30.78662
Adebdi,Damage,-8.48891,30.78666
Adebdi,Damage,-8.48903,30.78678
Adebdi,Damage,-8.48842,30.78754
Adebdi,Possible damage,-8.48814,30.78728
Adebdi,Possible damage,-8.48828,30.78716
Adebdi,Damage,-8.48808,30.78736
Adebdi,Damage,-8.48623,30.78547
Adebdi,Damage,-8.48636,30.78545
Adebdi,Damage,-8.48508,30.78544
Adebdi,Damage,-8.48516,30.78546
Adebdi,Damage,-8.4851,30.78551
Adebdi,Damage,-8.48524,30.78552
Adebdi,Damage,-8.48531,30.78547
Adebdi,Damage,-8.48524,30.78545
Adebdi,Damage,-8.48536,30.78547
Adebdi,Damage,-8.48515,30.78535
Adebdi,Damage,-8.48527,30.78538
Adebdi,Damage,-8.48535,30.78538
Adebdi,Damage,-8.48542,30.78535
Adebdi,Damage,-8.48546,30.7853
Adebdi,Damage,-8.48513,30.78522
Adebdi,Damage,-8.4847,30.78517
Adebdi,Possible damage,-8.48497,30.78519
Adebdi,Possible damage,-8.48479,30.78515
Adebdi,Damage,-8.48181,30.78241
Adebdi,Damage,-8.48176,30.78232
Adebdi,Damage,-8.48177,30.78228
Adebdi,Damage,-8.48204,30.78223
Adebdi,Damage,-8.48174,30.78218
Adebdi,Damage,-8.48208,30.78212
Adebdi,Damage,-8.48207,30.78207
Adebdi,Damage,-8.48196,30.78208
Adebdi,Damage,-8.48183,30.78211
Adebdi,Damage,-8.4818,30.78218
Adebdi,Damage,-8.48176,30.78189
Adebdi,Damage,-8.4821,30.78198
Adebdi,Damage,-8.48205,30.78195
Adebdi,Damage,-8.48207,30.78189
Adebdi,Damage,-8.48204,30.78184
Adebdi,Damage,-8.48187,30.78189
Adebdi,Damage,-8.48171,30.78194
Adebdi,Damage,-8.48168,30.782
Adebdi,Damage,-8.48181,30.78199
Adebdi,Damage,-8.48185,30.78229
Adebdi,Damage,-8.48175,30.78255
Adebdi,Damage,-8.48161,30.78265
Adebdi,Damage,-8.48169,30.78259
Adebdi,Damage,-8.48162,30.78256
Adebdi,Damage,-8.48156,30.78247
Adebdi,Damage,-8.48149,30.78255
Adebdi,Damage,-8.48149,30.78264
Adebdi,Damage,-8.48148,30.78243
Adebdi,Damage,-8.48176,30.78202
Adebdi,Damage,-8.482,30.782
Adebdi,Damage,-8.48162,30.78229
Adebdi,Damage,-8.48154,30.78223
Adebdi,Damage,-8.48145,30.78223
Adebdi,Damage,-8.48152,30.78235
Adebdi,Damage,-8.48156,30.78229
Adebdi,Damage,-8.48141,30.78231
Adebdi,Damage,-8.48133,30.78231
Adebdi,Damage,-8.48123,30.7825
Adebdi,Damage,-8.48119,30.78256
Adebdi,Damage,-8.48131,30.78248
Adebdi,Damage,-8.48142,30.78243
Adebdi,Damage,-8.48125,30.78235
Adebdi,Damage,-8.48127,30.78241
Adebdi,Possible damage,-8.48181,30.78177
Adebdi,Damage,-8.48151,30.78169
Adebdi,Damage,-8.48119,30.78185
Adebdi,Damage,-8.48139,30.78175
Adebdi,Damage,-8.48128,30.78184
Adebdi,Damage,-8.48131,30.78197
Adebdi,Damage,-8.48127,30.78201
Adebdi,Damage,-8.48124,30.78194
Adebdi,Damage,-8.48165,30.7817
Adebdi,Damage,-8.48108,30.78238
Adebdi,Damage,-8.48127,30.78213
Adebdi,Damage,-8.48121,30.78216
Adebdi,Damage,-8.48116,30.78208
Adebdi,Damage,-8.48098,30.78191
Adebdi,Damage,-8.48102,30.78225
Adebdi,Damage,-8.48111,30.78221
Adebdi,Damage,-8.48109,30.78193
Adebdi,Damage,-8.48103,30.78201
Adebdi,Damage,-8.48088,30.78202
Adebdi,Damage,-8.48077,30.78196
Adebdi,Damage,-8.48136,30.78259
Adebdi,Damage,-8.48098,30.78246
Adebdi,Damage,-8.4809,30.78251
Adebdi,Damage,-8.48103,30.78242
Adebdi,Damage,-8.48087,30.7824
Adebdi,Damage,-8.48063,30.782
Adebdi,Damage,-8.48079,30.78209
Adebdi,Damage,-8.48089,30.78215
Adebdi,Damage,-8.48095,30.78213
Adebdi,Damage,-8.48099,30.78236
Adebdi,Damage,-8.48114,30.78213
Adebdi,Damage,-8.48105,30.78214
Adebdi,Damage,-8.48116,30.782
Adebdi,Damage,-8.48109,30.7821
Adebdi,Damage,-8.48082,30.78231
Adebdi,Damage,-8.48087,30.78224
Adebdi,Damage,-8.48091,30.78231
Adebdi,Damage,-8.48092,30.78223
Adebdi,Damage,-8.48045,30.78234
Adebdi,Damage,-8.48034,30.78241
Adebdi,Damage,-8.4805,30.78257
Adebdi,Damage,-8.48038,30.78253
Adebdi,Damage,-8.48021,30.78256
Adebdi,Damage,-8.48013,30.78254
Adebdi,Damage,-8.48005,30.78249
Adebdi,Damage,-8.48004,30.78268
Adebdi,Damage,-8.47966,30.78243
Adebdi,Damage,-8.47953,30.78249
Adebdi,Damage,-8.47995,30.78221
Adebdi,Damage,-8.48052,30.78206
Adebdi,Damage,-8.48043,30.7821
Adebdi,Damage,-8.47982,30.78223
Adebdi,Damage,-8.47991,30.7823
Adebdi,Damage,-8.48068,30.78245
Adebdi,Damage,-8.48171,30.78275
Adebdi,Damage,-8.48062,30.78215
Adebdi,Damage,-8.48053,30.78215
Adebdi,Damage,-8.48078,30.78253
Adebdi,Damage,-8.48041,30.78314
Adebdi,Damage,-8.48032,30.78316
Adebdi,Damage,-8.48025,30.78316
Adebdi,Damage,-8.48015,30.78315
Adebdi,Damage,-8.4801,30.78304
Adebdi,Damage,-8.48015,30.7834
Adebdi,Damage,-8.48023,30.78338
Adebdi,Damage,-8.48029,30.78329
Adebdi,Damage,-8.48021,30.78326
Adebdi,Damage,-8.48012,30.78332
Adebdi,Damage,-8.4802,30.78318
Adebdi,Damage,-8.48015,30.78321
Adebdi,Damage,-8.48007,30.7834
Adebdi,Damage,-8.4804,30.78299
Adebdi,Damage,-8.48032,30.78296
Adebdi,Damage,-8.48047,30.78285
Adebdi,Damage,-8.48081,30.78245
Adebdi,Damage,-8.4806,30.78228
Adebdi,Possible damage,-8.48231,30.7821
Adebdi,Possible damage,-8.48245,30.7822
Adebdi,Damage,-8.4819,30.78214
Adebdi,Damage,-8.48172,30.78165
Adebdi,Damage,-8.48034,30.78215
Adebdi,Damage,-8.47997,30.78255
Adebdi,Damage,-8.48921,30.77792
Adebdi,Damage,-8.48915,30.77795
Adebdi,Damage,-8.48889,30.7778
Adebdi,Damage,-8.48904,30.77759
Adebdi,Damage,-8.48898,30.77764
Adebdi,Damage,-8.48889,30.7777
Adebdi,Damage,-8.48889,30.7776
Adebdi,Damage,-8.48918,30.7781
Adebdi,Damage,-8.48892,30.77742
Adebdi,Damage,-8.48887,30.77752
Adebdi,Damage,-8.48878,30.77756
Adebdi,Damage,-8.48877,30.7775
Adebdi,Damage,-8.4889,30.77732
Adebdi,Damage,-8.48882,30.77735
Adebdi,Damage,-8.48871,30.77735
Adebdi,Damage,-8.48876,30.77741
Adebdi,Damage,-8.48905,30.7773
Adebdi,Damage,-8.48874,30.7771
Adebdi,Damage,-8.4888,30.77719
Adebdi,Damage,-8.4888,30.77725
Adebdi,Damage,-8.48869,30.77721
Adebdi,Damage,-8.48874,30.77729
Adebdi,Damage,-8.48865,30.77704
Adebdi,Damage,-8.48861,30.77698
Adebdi,Possible damage,-8.48878,30.77702
Adebdi,Damage,-8.48894,30.77717
Adebdi,Damage,-8.48905,30.77803
Adebdi,Possible damage,-8.48899,30.77806
Adebdi,Damage,-8.48914,30.77805
Adebdi,Damage,-8.48868,30.77587
Adebdi,Possible damage,-8.48909,30.77624
Adebdi,Possible damage,-8.48892,30.77614
Adebdi,Damage,-8.48856,30.77699
Adebdi,Damage,-8.48855,30.77712
Adebdi,Possible damage,-8.48888,30.77694
Adebdi,Damage,-8.48835,30.77537
Adebdi,Damage,-8.48825,30.77537
Adebdi,Damage,-8.48808,30.77527
Adebdi,Damage,-8.488,30.77522
Adebdi,Possible damage,-8.48839,30.77515
Adebdi,Damage,-8.48074,30.77183
Adebdi,Damage,-8.48067,30.77166
Adebdi,Damage,-8.48064,30.77207
Adebdi,Damage,-8.48065,30.77196
Adebdi,Possible damage,-8.48047,30.77188
Adebdi,Damage,-8.4795,30.77186
Adebdi,Damage,-8.47946,30.77196
Adebdi,Damage,-8.47962,30.77155
Adebdi,Damage,-8.47964,30.77185
Adebdi,Damage,-8.47962,30.77167
Adebdi,Possible damage,-8.47985,30.77228
Adebdi,Damage,-8.47943,30.77227
Adebdi,Damage,-8.47944,30.77222
Adebdi,Damage,-8.47961,30.77212
Adebdi,Damage,-8.47968,30.77211
Adebdi,Possible damage,-8.47962,30.77241
